gene_id	gene_type	gene_name	level
ENSG00000224227.2	pseudogene	OR2L1P	level 2
ENSG00000199442.1	misc_RNA	Y_RNA	level 3
ENSG00000232215.2	pseudogene	OR2L6P	level 2
ENSG00000197454.1	protein_coding	OR2L5	level 2
ENSG00000200085.1	misc_RNA	Y_RNA	level 3
ENSG00000203663.2	protein_coding	OR2L2	level 2
ENSG00000200982.1	misc_RNA	Y_RNA	level 3
ENSG00000198128.3	protein_coding	OR2L3	level 2
ENSG00000197067.4	pseudogene	OR2T32P	level 1
ENSG00000177233.2	pseudogene	OR2M1P	level 2
ENSG00000162727.3	protein_coding	OR2M5	level 2
ENSG00000198601.2	protein_coding	OR2M2	level 2
ENSG00000228198.1	protein_coding	OR2M3	level 2
ENSG00000171180.1	protein_coding	OR2M4	level 2
ENSG00000177212.2	protein_coding	OR2T33	level 2
ENSG00000177201.1	protein_coding	OR2T12	level 2
ENSG00000177186.2	protein_coding	OR2M7	level 2
ENSG00000177174.1	protein_coding	OR14C36	level 2
ENSG00000196944.3	protein_coding	OR2T4	level 2
ENSG00000198104.2	protein_coding	OR2T6	level 2
ENSG00000175143.3	protein_coding	OR2T1	level 2
ENSG00000227152.5	protein_coding	OR2T7	level 2
ENSG00000196240.2	protein_coding	OR2T2	level 2
ENSG00000196539.2	protein_coding	OR2T3	level 2
ENSG00000229255.1	antisense	RP11-407H12.8	level 2
ENSG00000203661.2	protein_coding	OR2T5	level 2
ENSG00000271934.1	pseudogene	OR2AS2P	level 2
ENSG00000188558.4	protein_coding	OR2G6	level 2
ENSG00000224521.1	antisense	RP11-438F14.3	level 2
ENSG00000227102.2	pseudogene	OR2AS1P	level 2
ENSG00000182783.3	protein_coding	OR2T29	level 2
ENSG00000183310.2	protein_coding	OR2T34	level 2
ENSG00000184022.2	protein_coding	OR2T10	level 2
ENSG00000201602.1	misc_RNA	Y_RNA	level 3
ENSG00000271701.1	pseudogene	RP11-438F14.10	level 1
ENSG00000183130.2	protein_coding	OR2T11	level 2
ENSG00000177151.3	protein_coding	OR2T35	level 2
ENSG00000187701.3	protein_coding	OR2T27	level 2
ENSG00000189181.3	protein_coding	OR14I1	level 2
ENSG00000229703.2	lincRNA	XX-CR54.1	level 1
ENSG00000232694.2	lincRNA	XX-CR54.3	level 1
ENSG00000242529.1	pseudogene	AHCYP8	level 1
ENSG00000266949.1	protein_coding	LYPD8	level 2
ENSG00000229663.1	pseudogene	AL672296.1	level 1
ENSG00000175137.9	protein_coding	SH3BP5L	level 2
ENSG00000264500.1	miRNA	MIR3124	level 3
ENSG00000171161.8	protein_coding	ZNF672	level 2
ENSG00000171163.11	protein_coding	ZNF692	level 1
ENSG00000227237.1	antisense	AL672294.1	level 1
ENSG00000185220.7	protein_coding	PGBD2	level 2
ENSG00000200495.1	snRNA	RNU6-1205P	level 3
ENSG00000233084.2	pseudogene	AL672183.2	level 1
ENSG00000184731.5	protein_coding	FAM110C	level 2
ENSG00000227061.1	antisense	AC079779.7	level 2
ENSG00000035115.17	protein_coding	SH3YL1	level 2
ENSG00000143727.11	protein_coding	ACP1	level 2
ENSG00000189292.11	protein_coding	FAM150B	level 2
ENSG00000228643.1	processed_transcript	AC079779.4	level 2
ENSG00000235779.3	lincRNA	AC079779.5	level 2
ENSG00000233684.2	lincRNA	AC079779.6	level 2
ENSG00000236856.1	lincRNA	AC105393.1	level 2
ENSG00000226277.1	lincRNA	AC105393.2	level 2
ENSG00000223985.1	lincRNA	AC093326.1	level 2
ENSG00000225942.1	lincRNA	AC093326.2	level 2
ENSG00000233633.1	lincRNA	AC093326.3	level 2
ENSG00000151353.10	protein_coding	TMEM18	level 1
ENSG00000233296.1	antisense	AC092159.2	level 2
ENSG00000233970.1	antisense	AC092159.3	level 2
ENSG00000227713.1	lincRNA	AC116609.1	level 2
ENSG00000272342.1	lincRNA	RP13-539J13.1	level 2
ENSG00000231173.1	lincRNA	AC116609.3	level 1
ENSG00000223751.1	lincRNA	AC116609.2	level 1
ENSG00000237667.1	lincRNA	AC113607.1	level 2
ENSG00000228799.1	lincRNA	AC113607.2	level 2
ENSG00000234796.1	antisense	AC113607.3	level 2
ENSG00000235688.1	antisense	AC116614.1	level 2
ENSG00000172554.7	protein_coding	SNTG2	level 2
ENSG00000235403.1	antisense	AC114808.3	level 1
ENSG00000236665.1	antisense	AC114808.2	level 1
ENSG00000233553.1	antisense	AC108462.1	level 2
ENSG00000115705.16	protein_coding	TPO	level 2
ENSG00000228613.1	antisense	AC144450.1	level 2
ENSG00000231482.2	lincRNA	AC141930.2	level 2
ENSG00000203635.2	lincRNA	AC144450.2	level 2
ENSG00000130508.6	protein_coding	PXDN	level 2
ENSG00000186487.13	protein_coding	MYT1L	level 1
ENSG00000232057.1	antisense	AC093390.1	level 2
ENSG00000225619.1	lincRNA	AC009232.2	level 2
ENSG00000234929.1	lincRNA	AC018685.1	level 1
ENSG00000227364.1	lincRNA	AC018685.2	level 2
ENSG00000237720.1	lincRNA	AC011995.1	level 1
ENSG00000228391.1	lincRNA	AC011995.3	level 2
ENSG00000234423.1	lincRNA	AC019118.2	level 1
ENSG00000263570.1	miRNA	AC074264.1	level 3
ENSG00000238722.1	snoRNA	snoU13	level 3
ENSG00000236760.1	lincRNA	AC019118.3	level 1
ENSG00000226649.1	lincRNA	AC019118.4	level 2
ENSG00000032389.8	protein_coding	TSSC1	level 1
ENSG00000224885.1	sense_intronic	TSSC1-IT1	level 2
ENSG00000171853.11	protein_coding	TRAPPC12	level 1
ENSG00000225234.1	antisense	TRAPPC12-AS1	level 2
ENSG00000271868.1	lincRNA	RP11-1293J14.1	level 2
ENSG00000182551.9	protein_coding	ADI1	level 2
ENSG00000235078.1	antisense	AC142528.1	level 1
ENSG00000242282.2	lincRNA	AC108488.4	level 2
ENSG00000255767.1	protein_coding	RP13-512J5.1	level 2
ENSG00000171865.5	protein_coding	RNASEH1	level 2
ENSG00000234171.1	antisense	AC108488.3	level 2
ENSG00000171863.8	protein_coding	RPS7	level 2
ENSG00000252531.1	snoRNA	SNORA73	level 3
ENSG00000118004.13	protein_coding	COLEC11	level 2
ENSG00000237370.1	antisense	AC010907.2	level 2
ENSG00000188765.6	pseudogene	TMSB4XP2	level 2
ENSG00000151360.5	protein_coding	ALLC	level 2
ENSG00000232718.1	pseudogene	GAPDHP48	level 1
ENSG00000224661.1	antisense	AC010907.5	level 2
ENSG00000214866.3	protein_coding	DCDC2C	level 1
ENSG00000227363.1	lincRNA	AC019172.2	level 2
ENSG00000237401.2	lincRNA	AC107070.1	level 1
ENSG00000264071.1	misc_RNA	RN7SL531P	level 3
ENSG00000229550.1	lincRNA	AC012445.1	level 2
ENSG00000215960.2	miRNA	AC068292.1	level 3
ENSG00000231821.1	pseudogene	NPM1P48	level 1
ENSG00000231532.1	lincRNA	AC022311.1	level 1
ENSG00000252238.1	snoRNA	SNORA31	level 3
ENSG00000207192.1	snRNA	RNU6-649P	level 3
ENSG00000228585.1	pseudogene	AC073143.1	level 1
ENSG00000232835.1	lincRNA	AC107057.1	level 2
ENSG00000224128.1	antisense	AC107057.2	level 2
ENSG00000230090.1	antisense	AC108025.2	level 1
ENSG00000176887.5	protein_coding	SOX11	level 2
ENSG00000242540.2	3prime_overlapping_ncrna	AC010729.1	level 2
ENSG00000236106.1	lincRNA	AC010729.2	level 2
ENSG00000237266.1	lincRNA	AC010729.3	level 2
ENSG00000232044.4	processed_transcript	AC073479.1	level 2
ENSG00000272268.1	protein_coding	FLJ30594	level 3
ENSG00000234275.1	lincRNA	AC017053.1	level 1
ENSG00000227007.1	lincRNA	AC105253.1	level 2
ENSG00000231610.1	pseudogene	AC021021.1	level 1
ENSG00000226488.1	lincRNA	AC021021.2	level 1
ENSG00000236172.2	lincRNA	hsa-mir-7515	level 2
ENSG00000205837.3	lincRNA	LINC00487	level 2
ENSG00000225964.1	antisense	AC017076.5	level 1
ENSG00000134326.7	protein_coding	CMPK2	level 2
ENSG00000134321.7	protein_coding	RSAD2	level 2
ENSG00000271947.1	lincRNA	RP11-439M11.1	level 2
ENSG00000228203.2	processed_transcript	RNF144A-AS1	level 2
ENSG00000151692.10	protein_coding	RNF144A	level 2
ENSG00000223884.1	antisense	AC019048.1	level 1
ENSG00000223145.1	misc_RNA	RN7SKP112	level 3
ENSG00000272002.1	lincRNA	RP11-557L19.1	level 2
ENSG00000213774.3	pseudogene	AC010904.1	level 1
ENSG00000229727.2	processed_transcript	AC013460.1	level 1
ENSG00000221255.1	snRNA	RNU6ATAC37P	level 3
ENSG00000230515.1	lincRNA	AC092580.3	level 2
ENSG00000235576.1	lincRNA	AC092580.4	level 1
ENSG00000232979.1	pseudogene	AC092580.2	level 2
ENSG00000229405.1	pseudogene	AC092580.1	level 1
ENSG00000226506.1	lincRNA	AC007463.2	level 2
ENSG00000235665.1	lincRNA	AC007464.1	level 2
ENSG00000236790.1	lincRNA	LINC00299	level 2
ENSG00000229740.1	lincRNA	U91324.1	level 2
ENSG00000231435.1	lincRNA	AC011747.3	level 1
ENSG00000236008.1	lincRNA	AC011747.4	level 2
ENSG00000231083.1	lincRNA	AC011747.6	level 1
ENSG00000225642.1	pseudogene	SNRPEP5	level 1
ENSG00000235092.1	antisense	AC011747.7	level 1
ENSG00000115738.5	protein_coding	ID2	level 2
ENSG00000260837.1	lincRNA	RP11-434B12.1	level 2
ENSG00000134313.10	protein_coding	KIDINS220	level 2
ENSG00000143797.7	protein_coding	MBOAT2	level 2
ENSG00000238888.1	snoRNA	snoU13	level 3
ENSG00000230886.3	pseudogene	HMGB1P25	level 1
ENSG00000223640.1	pseudogene	RPL30P3	level 1
ENSG00000242136.1	processed_transcript	RP11-734K21.2	level 1
ENSG00000261104.1	lincRNA	RP11-734K21.5	level 2
ENSG00000244310.1	lincRNA	RP11-734K21.3	level 2
ENSG00000240980.1	lincRNA	RP11-734K21.4	level 2
ENSG00000151693.5	protein_coding	ASAP2	level 2
ENSG00000213772.3	pseudogene	RP11-385J23.1	level 1
ENSG00000119185.8	protein_coding	ITGB1BP1	level 1
ENSG00000119203.9	protein_coding	CPSF3	level 2
ENSG00000134330.14	protein_coding	IAH1	level 1
ENSG00000151694.8	protein_coding	ADAM17	level 1
ENSG00000239300.1	antisense	RP11-400L8.2	level 2
ENSG00000238462.1	snoRNA	snoU13	level 3
ENSG00000271855.1	lincRNA	RP11-214N9.1	level 2
ENSG00000134308.9	protein_coding	YWHAQ	level 1
ENSG00000207086.1	misc_RNA	Y_RNA	level 3
ENSG00000240687.1	lincRNA	RP11-521D12.1	level 2
ENSG00000244260.1	lincRNA	RP11-521D12.2	level 2
ENSG00000200034.1	snRNA	RNU4-73P	level 3
ENSG00000240960.1	pseudogene	RP11-521D12.4	level 2
ENSG00000243491.1	lincRNA	RP11-521D12.5	level 2
ENSG00000115750.12	protein_coding	TAF1B	level 2
ENSG00000269973.1	lincRNA	RP11-95D17.1	level 2
ENSG00000134317.13	protein_coding	GRHL1	level 2
ENSG00000188525.3	antisense	AC010969.1	level 2
ENSG00000260476.1	lincRNA	RP11-254F7.1	level 2
ENSG00000260077.1	lincRNA	RP11-254F7.2	level 2
ENSG00000172059.6	protein_coding	KLF11	level 1
ENSG00000271787.1	antisense	RP11-254F7.3	level 2
ENSG00000205795.4	protein_coding	CYS1	level 2
ENSG00000233502.1	protein_coding	AC104794.4	level 2
ENSG00000212558.1	snoRNA	SNORA26	level 3
ENSG00000272524.1	lincRNA	RP11-254F7.4	level 2
ENSG00000171848.9	protein_coding	RRM2	level 2
ENSG00000163009.4	protein_coding	C2orf48	level 2
ENSG00000206647.1	snoRNA	SNORA2	level 3
ENSG00000265418.1	miRNA	MIR4261	level 3
ENSG00000264030.1	misc_RNA	RN7SL66P	level 3
ENSG00000206898.1	snoRNA	SNORA51	level 3
ENSG00000115756.8	protein_coding	HPCAL1	level 2
ENSG00000115758.8	protein_coding	ODC1	level 2
ENSG00000206633.1	snoRNA	SNORA80B	level 3
ENSG00000257135.1	lincRNA	RP11-320M2.1	level 1
ENSG00000217258.2	lincRNA	AC007249.3	level 2
ENSG00000115761.11	protein_coding	NOL10	level 2
ENSG00000234818.1	antisense	AC092687.5	level 1
ENSG00000243819.3	lincRNA	RN7SL832P	level 2
ENSG00000236162.1	lincRNA	AC092687.3	level 2
ENSG00000143882.5	protein_coding	ATP6V1C2	level 2
ENSG00000239053.1	snRNA	RNU7-138P	level 3
ENSG00000272275.1	lincRNA	RP11-791G15.2	level 2
ENSG00000143870.8	protein_coding	PDIA6	level 1
ENSG00000238962.1	snRNA	RNU7-176P	level 3
ENSG00000232056.1	protein_coding	AC092687.4	level 2
ENSG00000270488.1	pseudogene	RP11-245G13.1	level 1
ENSG00000271952.1	lincRNA	RP11-245G13.2	level 2
ENSG00000162975.3	protein_coding	KCNF1	level 2
ENSG00000145063.10	lincRNA	AC062028.1	level 2
ENSG00000226080.1	pseudogene	RP11-345J13.1	level 1
ENSG00000150873.7	protein_coding	C2orf50	level 2
ENSG00000162976.8	protein_coding	PQLC3	level 1
ENSG00000134318.9	protein_coding	ROCK2	level 1
ENSG00000207267.1	snRNA	RNU6-1081P	level 3
ENSG00000230154.1	pseudogene	AC018463.4	level 1
ENSG00000226961.2	pseudogene	AC018463.5	level 1
ENSG00000230952.1	lincRNA	AC099344.2	level 1
ENSG00000231403.1	lincRNA	AC099344.3	level 2
ENSG00000224177.2	lincRNA	LINC00570	level 2
ENSG00000169016.12	protein_coding	E2F6	level 2
ENSG00000269074.1	protein_coding	AC099344.1	level 3
ENSG00000201610.1	rRNA	RNA5SP84	level 3
ENSG00000196208.9	protein_coding	GREB1	level 2
ENSG00000264010.1	miRNA	MIR4429	level 3
ENSG00000251718.1	snRNA	RNU2-13P	level 3
ENSG00000202248.1	rRNA	RNA5SP85	level 3
ENSG00000239899.2	misc_RNA	RN7SL674P	level 3
ENSG00000265583.1	miRNA	AC011994.1	level 3
ENSG00000169006.6	protein_coding	NTSR2	level 2
ENSG00000230044.1	pseudogene	AC110754.3	level 1
ENSG00000134324.7	protein_coding	LPIN1	level 1
ENSG00000228496.1	sense_intronic	AC106875.1	level 2
ENSG00000203643.3	antisense	AC012456.3	level 1
ENSG00000230790.2	antisense	AC012456.4	level 2
ENSG00000265056.1	miRNA	MIR548S	level 3
ENSG00000265172.1	miRNA	MIR4262	level 3
ENSG00000224184.1	lincRNA	AC096559.1	level 2
ENSG00000238503.1	snoRNA	SNORD18	level 3
ENSG00000264089.1	miRNA	MIR3681	level 3
ENSG00000207183.1	snRNA	RNU6-843P	level 3
ENSG00000223360.1	lincRNA	AC096559.2	level 2
ENSG00000261117.1	lincRNA	RP11-333O1.1	level 2
ENSG00000071575.7	protein_coding	TRIB2	level 1
ENSG00000264370.1	miRNA	MIR3125	level 3
ENSG00000225649.1	processed_transcript	AC064875.2	level 2
ENSG00000229370.1	lincRNA	AC092635.1	level 2
ENSG00000230448.1	lincRNA	LINC00276	level 2
ENSG00000227718.1	lincRNA	AC016730.1	level 2
ENSG00000251859.1	snRNA	RNU6-1288P	level 3
ENSG00000228505.1	lincRNA	AC011897.2	level 2
ENSG00000162981.12	protein_coding	FAM84A	level 2
ENSG00000265629.1	protein_coding	AC011897.1	level 3
ENSG00000235127.1	lincRNA	AC068286.1	level 2
ENSG00000151779.8	protein_coding	NBAS	level 1
ENSG00000229087.1	pseudogene	RP11-32P22.1	level 1
ENSG00000234022.1	antisense	AC008278.2	level 2
ENSG00000079785.10	protein_coding	DDX1	level 2
ENSG00000224194.1	antisense	AC008278.3	level 2
ENSG00000231031.2	protein_coding	AC008271.1	level 2
ENSG00000237326.1	lincRNA	AC113608.1	level 2
ENSG00000202160.1	snRNA	RNU5E-7P	level 3
ENSG00000214657.3	pseudogene	RP11-120J4.1	level 1
ENSG00000238371.1	snoRNA	snoU13	level 3
ENSG00000223850.1	lincRNA	MYCNUN	level 2
ENSG00000233718.1	antisense	MYCNOS	level 2
ENSG00000134323.10	protein_coding	MYCN	level 2
ENSG00000243541.2	misc_RNA	RN7SL104P	level 3
ENSG00000226764.2	lincRNA	AC010145.4	level 2
ENSG00000236289.2	lincRNA	AC130710.1	level 2
ENSG00000236989.1	lincRNA	AC142119.1	level 2
ENSG00000271315.1	pseudogene	WI2-2221J1.1	level 1
ENSG00000251704.1	snoRNA	SNORA40	level 3
ENSG00000226041.1	lincRNA	AC010745.1	level 2
ENSG00000228876.1	lincRNA	AC010745.2	level 2
ENSG00000231266.1	lincRNA	AC010745.3	level 1
ENSG00000232444.1	lincRNA	AC010745.4	level 2
ENSG00000224400.1	lincRNA	AC010880.1	level 1
ENSG00000237633.2	antisense	AC104623.2	level 1
ENSG00000197872.7	protein_coding	FAM49A	level 2
ENSG00000223536.1	lincRNA	AC008069.1	level 1
ENSG00000224604.1	pseudogene	AC008069.2	level 1
ENSG00000237670.1	lincRNA	AC080094.1	level 2
ENSG00000222842.1	misc_RNA	RN7SKP168	level 3
ENSG00000214843.3	pseudogene	ZFYVE9P2	level 1
ENSG00000236348.1	pseudogene	PSMC1P10	level 1
ENSG00000214842.5	protein_coding	RAD51AP2	level 2
ENSG00000163032.7	protein_coding	VSNL1	level 2
ENSG00000163029.11	protein_coding	SMC6	level 2
ENSG00000178295.10	protein_coding	GEN1	level 2
ENSG00000151379.3	protein_coding	MSGN1	level 2
ENSG00000170745.7	protein_coding	KCNS3	level 2
ENSG00000212455.1	snoRNA	SNORA40	level 3
ENSG00000260331.1	lincRNA	RP11-111J6.2	level 2
ENSG00000240857.1	protein_coding	RDH14	level 2
ENSG00000250741.2	protein_coding	NT5C1B-RDH14	level 1
ENSG00000185013.12	protein_coding	NT5C1B	level 2
ENSG00000207170.1	snRNA	RNU6-1215P	level 3
ENSG00000224626.1	lincRNA	AC106053.1	level 2
ENSG00000236204.1	lincRNA	AC092594.1	level 2
ENSG00000266738.1	miRNA	MIR4757	level 3
ENSG00000143867.5	protein_coding	OSR1	level 2
ENSG00000234597.1	lincRNA	AC010096.1	level 2
ENSG00000237992.1	lincRNA	AC010096.2	level 1
ENSG00000235911.1	lincRNA	AC019055.1	level 1
ENSG00000213403.2	pseudogene	CISD1P1	level 1
ENSG00000228784.3	lincRNA	LINC00954	level 2
ENSG00000183891.5	protein_coding	TTC32	level 1
ENSG00000271991.1	lincRNA	RP11-79O8.1	level 2
ENSG00000118965.10	protein_coding	WDR35	level 2
ENSG00000227210.1	antisense	AC079145.4	level 1
ENSG00000132031.8	protein_coding	MATN3	level 2
ENSG00000068697.6	protein_coding	LAPTM4A	level 2
ENSG00000223734.2	antisense	RP11-644K8.1	level 1
ENSG00000234378.1	lincRNA	AC098828.2	level 2
ENSG00000213729.3	pseudogene	AC098828.3	level 1
ENSG00000266059.1	misc_RNA	RN7SL140P	level 3
ENSG00000200763.1	snRNA	RNU6-961P	level 3
ENSG00000115884.6	protein_coding	SDC1	level 2
ENSG00000235411.1	pseudogene	AC007041.2	level 1
ENSG00000238735.1	snRNA	RNU7-113P	level 3
ENSG00000055917.11	protein_coding	PUM2	level 2
ENSG00000252216.1	miRNA	AC007041.1	level 3
ENSG00000232800.1	pseudogene	SLC7A15P	level 1
ENSG00000212171.1	rRNA	RNA5SP86	level 3
ENSG00000143878.8	protein_coding	RHOB	level 2
ENSG00000228950.1	lincRNA	AC023137.2	level 1
ENSG00000200829.1	misc_RNA	Y_RNA	level 3
ENSG00000227047.1	lincRNA	AC012065.4	level 1
ENSG00000118960.8	protein_coding	HS1BP3	level 1
ENSG00000269976.1	lincRNA	RP11-130L8.2	level 2
ENSG00000231948.2	sense_intronic	HS1BP3-IT1	level 2
ENSG00000233416.1	pseudogene	AC012065.5	level 1
ENSG00000143869.5	protein_coding	GDF7	level 2
ENSG00000260396.1	lincRNA	AC012065.7	level 2
ENSG00000270100.1	lincRNA	RP11-130L8.1	level 2
ENSG00000118961.10	protein_coding	C2orf43	level 1
ENSG00000236436.1	lincRNA	AC012361.1	level 2
ENSG00000261012.2	lincRNA	RP11-116D2.1	level 2
ENSG00000084674.9	protein_coding	APOB	level 2
ENSG00000218819.3	protein_coding	TDRD15	level 1
ENSG00000271629.1	pseudogene	RP11-79J24.1	level 1
ENSG00000233005.1	lincRNA	AC067959.1	level 2
ENSG00000231204.1	lincRNA	AC011752.1	level 1
ENSG00000270654.1	pseudogene	RP11-531P14.1	level 1
ENSG00000235537.1	lincRNA	AC009411.2	level 2
ENSG00000228538.1	lincRNA	AC009411.1	level 1
ENSG00000229621.1	lincRNA	AC018742.1	level 2
ENSG00000264192.1	misc_RNA	RN7SL117P	level 3
ENSG00000231200.1	lincRNA	AC068490.2	level 2
ENSG00000228999.1	lincRNA	AC068490.1	level 2
ENSG00000223691.1	pseudogene	AC068044.1	level 1
ENSG00000234189.1	pseudogene	AC099799.1	level 2
ENSG00000206882.1	rRNA	RNA5SP87	level 3
ENSG00000234207.1	lincRNA	AC096570.2	level 2
ENSG00000233587.1	lincRNA	AC096570.1	level 1
ENSG00000222616.1	misc_RNA	RN7SKP27	level 3
ENSG00000232451.1	lincRNA	AC016768.1	level 1
ENSG00000223530.1	lincRNA	AC012506.1	level 2
ENSG00000233714.1	lincRNA	AC012506.2	level 2
ENSG00000223634.1	lincRNA	AC012506.3	level 1
ENSG00000235497.1	lincRNA	AC012506.4	level 2
ENSG00000119771.10	protein_coding	KLHL29	level 2
ENSG00000224361.1	protein_coding	AC011239.1	level 1
ENSG00000119778.10	protein_coding	ATAD2B	level 1
ENSG00000224464.2	pseudogene	PGAM1P6	level 1
ENSG00000238111.1	pseudogene	AC066692.3	level 1
ENSG00000173960.8	protein_coding	UBXN2A	level 2
ENSG00000234946.1	pseudogene	SDHCP3	level 1
ENSG00000243847.2	misc_RNA	RN7SL610P	level 3
ENSG00000205639.5	protein_coding	MFSD2B	level 2
ENSG00000163026.7	protein_coding	C2orf44	level 1
ENSG00000222940.1	snRNA	RNU6-370P	level 3
ENSG00000119782.9	protein_coding	FKBP1B	level 2
ENSG00000115128.6	protein_coding	SF3B14	level 1
ENSG00000219626.4	protein_coding	FAM228B	level 1
ENSG00000115129.9	protein_coding	TP53I3	level 2
ENSG00000176732.6	protein_coding	PFN4	level 2
ENSG00000266118.1	protein_coding	RP11-507M3.1	level 2
ENSG00000232642.1	antisense	AC008073.7	level 2
ENSG00000186453.8	protein_coding	FAM228A	level 1
ENSG00000223754.1	antisense	AC008073.9	level 2
ENSG00000198399.10	protein_coding	ITSN2	level 1
ENSG00000242628.1	antisense	AC009228.1	level 1
ENSG00000251805.1	snoRNA	SCARNA21	level 3
ENSG00000232963.1	pseudogene	HMGN2P20	level 2
ENSG00000233747.1	pseudogene	RPL36AP13	level 1
ENSG00000084676.11	protein_coding	NCOA1	level 2
ENSG00000202430.1	rRNA	RNA5SP88	level 3
ENSG00000206732.1	snRNA	RNU6-936P	level 3
ENSG00000184924.5	protein_coding	PTRHD1	level 2
ENSG00000138092.6	protein_coding	CENPO	level 1
ENSG00000138031.10	protein_coding	ADCY3	level 1
ENSG00000271936.1	antisense	RP11-443B20.1	level 2
ENSG00000115137.7	protein_coding	DNAJC27	level 2
ENSG00000237953.1	pseudogene	AC013267.1	level 1
ENSG00000202479.1	snoRNA	SNORD14	level 3
ENSG00000224165.1	antisense	DNAJC27-AS1	level 1
ENSG00000207069.1	misc_RNA	Y_RNA	level 3
ENSG00000084710.9	protein_coding	EFR3B	level 2
ENSG00000240913.2	misc_RNA	RN7SL856P	level 3
ENSG00000229593.1	pseudogene	SUCLA2P3	level 1
ENSG00000261452.1	lincRNA	RP11-509E16.1	level 2
ENSG00000115138.6	protein_coding	POMC	level 2
ENSG00000230452.1	antisense	AC012457.2	level 1
ENSG00000272048.1	lincRNA	RP11-458N5.1	level 2
ENSG00000119772.12	protein_coding	DNMT3A	level 2
ENSG00000221445.1	miRNA	MIR1301	level 3
ENSG00000235072.1	lincRNA	AC012074.2	level 1
ENSG00000179061.1	pseudogene	AC012074.1	level 3
ENSG00000138101.14	protein_coding	DTNB	level 1
ENSG00000224220.1	antisense	AC104699.1	level 1
ENSG00000201160.1	misc_RNA	Y_RNA	level 3
ENSG00000222070.1	miRNA	AC010150.2	level 3
ENSG00000143970.12	protein_coding	ASXL2	level 2
ENSG00000187536.4	pseudogene	TPM3P7	level 1
ENSG00000217643.1	pseudogene	PTGES3P2	level 1
ENSG00000218682.1	pseudogene	AC010150.1	level 1
ENSG00000217718.1	pseudogene	AC064847.4	level 1
ENSG00000084731.9	protein_coding	KIF3C	level 1
ENSG00000237629.1	pseudogene	UQCRHP2	level 1
ENSG00000268412.1	protein_coding	AC013449.1	level 3
ENSG00000084733.6	protein_coding	RAB10	level 2
ENSG00000199872.1	snRNA	RNU6-942P	level 3
ENSG00000235440.1	pseudogene	RP11-214J9.1	level 1
ENSG00000231655.1	pseudogene	AC011742.3	level 1
ENSG00000214465.3	pseudogene	SMARCE1P6	level 1
ENSG00000227133.1	pseudogene	AC011742.5	level 2
ENSG00000237951.1	pseudogene	PPIL1P1	level 1
ENSG00000157833.8	protein_coding	GAREML	level 1
ENSG00000084754.6	protein_coding	HADHA	level 2
ENSG00000138029.9	protein_coding	HADHB	level 2
ENSG00000173567.10	protein_coding	GPR113	level 2
ENSG00000138018.13	protein_coding	EPT1	level 2
ENSG00000157856.6	protein_coding	DRC1	level 2
ENSG00000115155.12	protein_coding	OTOF	level 2
ENSG00000173557.10	protein_coding	C2orf70	level 1
ENSG00000157884.6	protein_coding	CIB4	level 2
ENSG00000225378.1	antisense	AC015977.6	level 1
ENSG00000225024.1	pseudogene	AC015977.5	level 1
ENSG00000171303.5	protein_coding	KCNK3	level 2
ENSG00000213699.4	protein_coding	SLC35F6	level 2
ENSG00000115163.10	protein_coding	CENPA	level 2
ENSG00000145835.6	pseudogene	CDKN2AIPNLP2	level 1
ENSG00000157851.12	protein_coding	DPYSL5	level 2
ENSG00000230286.1	antisense	AC013472.4	level 2
ENSG00000084764.6	protein_coding	MAPRE3	level 2
ENSG00000205500.4	processed_transcript	AC013472.3	level 1
ENSG00000119777.14	protein_coding	TMEM214	level 2
ENSG00000084693.11	protein_coding	AGBL5	level 1
ENSG00000231636.1	antisense	AGBL5-AS1	level 2
ENSG00000272056.1	antisense	RP11-503P10.1	level 2
ENSG00000229122.1	sense_intronic	AGBL5-IT1	level 2
ENSG00000272148.1	antisense	RP11-195B17.1	level 2
ENSG00000228474.1	protein_coding	OST4	level 1
ENSG00000138080.9	protein_coding	EMILIN1	level 1
